"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Germplasm"	"Treatment"	"Compartment"	"Block"	"Plot"
"57.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R115_3"	0.002463468	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.14"	"KD4-96"	"CK_R115_3"	0.016628408	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.15"	"Pseudonocardiales"	"CK_R115_3"	0.010189799	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.16"	"Microtrichales"	"CK_R115_3"	0.005990706	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.17"	"Micrococcales"	"CK_R115_3"	0.012205364	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.18"	"Chitinophagales"	"CK_R115_3"	0.014780807	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.19"	"Gemmatimonadales"	"CK_R115_3"	0.015956553	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.20"	"Sphingomonadales"	"CK_R115_3"	0.015228711	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.21"	"Clostridia"	"CK_R115_3"	0.014948771	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.22"	"Bryobacterales"	"CK_R115_3"	0.019483792	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.23"	"Vicinamibacterales"	"CK_R115_3"	0.034432563	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.24"	"Bacillales"	"CK_R115_3"	0.074575892	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.25"	"Gaiellales"	"CK_R115_3"	0.048429539	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.26"	"Rhizobiales"	"CK_R115_3"	0.112423716	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.27"	"Burkholderiales"	"CK_R115_3"	0.094563574	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"57.28"	"Pyrinomonadales"	"CK_R115_3"	0.370192039	"CK_R115_3"	"X115"	"Hybrid"	"CK"	"Root"	3	"P11"
"58"	"<0.5%"	"CK_R116_1"	0.009765802	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.1"	"Chthoniobacterales"	"CK_R116_1"	0.000813817	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.2"	"Dongiales"	"CK_R116_1"	0	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.3"	"Steroidobacterales"	"CK_R116_1"	0.007143503	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.4"	"Paenibacillales"	"CK_R116_1"	0.001175513	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.5"	"Solirubrobacterales"	"CK_R116_1"	0.002531874	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.6"	"Xanthomonadales"	"CK_R116_1"	0.006239262	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.7"	"Propionibacteriales"	"CK_R116_1"	0.002893571	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.8"	"Pseudomonadales"	"CK_R116_1"	0.007324351	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.9"	"Chloroflexales"	"CK_R116_1"	0.005154173	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.10"	"Frankiales"	"CK_R116_1"	0.003436115	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.11"	"Polyangiales"	"CK_R116_1"	0.007686048	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.12"	"Corynebacteriales"	"CK_R116_1"	0.007776472	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R116_1"	0.008047744	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.14"	"KD4-96"	"CK_R116_1"	0.002893571	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.15"	"Pseudonocardiales"	"CK_R116_1"	0.004249932	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.16"	"Microtrichales"	"CK_R116_1"	0.006148838	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.17"	"Micrococcales"	"CK_R116_1"	0.009765802	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.18"	"Chitinophagales"	"CK_R116_1"	0.008138168	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.19"	"Gemmatimonadales"	"CK_R116_1"	0.012749797	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.20"	"Sphingomonadales"	"CK_R116_1"	0.012840221	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.21"	"Clostridia"	"CK_R116_1"	0.019983724	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.22"	"Bryobacterales"	"CK_R116_1"	0.020435844	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.23"	"Vicinamibacterales"	"CK_R116_1"	0.055701239	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.24"	"Bacillales"	"CK_R116_1"	0.042408898	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.25"	"Gaiellales"	"CK_R116_1"	0.09973777	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.26"	"Rhizobiales"	"CK_R116_1"	0.117189619	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.27"	"Burkholderiales"	"CK_R116_1"	0.112035446	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"58.28"	"Pyrinomonadales"	"CK_R116_1"	0.374084456	"CK_R116_1"	"X116"	"Hybrid"	"CK"	"Root"	1	"P08"
"59"	"<0.5%"	"CK_R116_2"	0.015438139	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.1"	"Chthoniobacterales"	"CK_R116_2"	0.00456621	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.2"	"Dongiales"	"CK_R116_2"	0.003696456	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.3"	"Steroidobacterales"	"CK_R116_2"	0.007392912	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.4"	"Paenibacillales"	"CK_R116_2"	0.00304414	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.5"	"Solirubrobacterales"	"CK_R116_2"	0.011741683	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.6"	"Xanthomonadales"	"CK_R116_2"	0.003913894	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.7"	"Propionibacteriales"	"CK_R116_2"	0.002174386	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.8"	"Pseudomonadales"	"CK_R116_2"	0.00456621	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.9"	"Chloroflexales"	"CK_R116_2"	0.005653403	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.10"	"Frankiales"	"CK_R116_2"	0.010002174	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.11"	"Polyangiales"	"CK_R116_2"	0.004348771	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.12"	"Corynebacteriales"	"CK_R116_2"	0.010871929	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R116_2"	0.012393999	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.14"	"KD4-96"	"CK_R116_2"	0.0152207	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.15"	"Pseudonocardiales"	"CK_R116_2"	0.008914982	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.16"	"Microtrichales"	"CK_R116_2"	0.015003262	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.17"	"Micrococcales"	"CK_R116_2"	0.009784736	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.18"	"Chitinophagales"	"CK_R116_2"	0.006305719	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.19"	"Gemmatimonadales"	"CK_R116_2"	0.017612524	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.20"	"Sphingomonadales"	"CK_R116_2"	0.027614699	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.21"	"Clostridia"	"CK_R116_2"	0.010871929	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.22"	"Bryobacterales"	"CK_R116_2"	0.085018482	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.23"	"Vicinamibacterales"	"CK_R116_2"	0.0304414	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.24"	"Bacillales"	"CK_R116_2"	0.046314416	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.25"	"Gaiellales"	"CK_R116_2"	0.058056099	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.26"	"Rhizobiales"	"CK_R116_2"	0.090237008	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.27"	"Burkholderiales"	"CK_R116_2"	0.267884323	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"59.28"	"Pyrinomonadales"	"CK_R116_2"	0.186779735	"CK_R116_2"	"X116"	"Hybrid"	"CK"	"Root"	2	"P08"
"60"	"<0.5%"	"CK_R116_3"	0.024522083	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.1"	"Chthoniobacterales"	"CK_R116_3"	0.005800923	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.2"	"Dongiales"	"CK_R116_3"	0.009887937	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.3"	"Steroidobacterales"	"CK_R116_3"	0.005141727	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.4"	"Paenibacillales"	"CK_R116_3"	0.005537245	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.5"	"Solirubrobacterales"	"CK_R116_3"	0.008569545	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.6"	"Xanthomonadales"	"CK_R116_3"	0.00474621	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.7"	"Propionibacteriales"	"CK_R116_3"	0.008569545	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.8"	"Pseudomonadales"	"CK_R116_3"	0.005932762	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.9"	"Chloroflexales"	"CK_R116_3"	0.009228741	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.10"	"Frankiales"	"CK_R116_3"	0.016348055	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.11"	"Polyangiales"	"CK_R116_3"	0.011997363	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.12"	"Corynebacteriales"	"CK_R116_3"	0.013315755	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R116_3"	0.008437706	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.14"	"KD4-96"	"CK_R116_3"	0.025972314	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.15"	"Pseudonocardiales"	"CK_R116_3"	0.013579433	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.16"	"Microtrichales"	"CK_R116_3"	0.010151615	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.17"	"Micrococcales"	"CK_R116_3"	0.015425181	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.18"	"Chitinophagales"	"CK_R116_3"	0.016348055	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.19"	"Gemmatimonadales"	"CK_R116_3"	0.027158866	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.20"	"Sphingomonadales"	"CK_R116_3"	0.028740936	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.21"	"Clostridia"	"CK_R116_3"	0.015952538	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.22"	"Bryobacterales"	"CK_R116_3"	0.020962426	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.23"	"Vicinamibacterales"	"CK_R116_3"	0.040342782	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.24"	"Bacillales"	"CK_R116_3"	0.076071193	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.25"	"Gaiellales"	"CK_R116_3"	0.043375082	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.26"	"Rhizobiales"	"CK_R116_3"	0.097956493	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.27"	"Burkholderiales"	"CK_R116_3"	0.177982861	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"60.28"	"Pyrinomonadales"	"CK_R116_3"	0.175477917	"CK_R116_3"	"X116"	"Hybrid"	"CK"	"Root"	3	"P08"
"61"	"<0.5%"	"CK_R117_1"	0.02078793	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.1"	"Chthoniobacterales"	"CK_R117_1"	0.009723386	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.2"	"Dongiales"	"CK_R117_1"	0	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.3"	"Steroidobacterales"	"CK_R117_1"	0.002514669	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.4"	"Paenibacillales"	"CK_R117_1"	0.001005868	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.5"	"Solirubrobacterales"	"CK_R117_1"	0.006035205	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.6"	"Xanthomonadales"	"CK_R117_1"	0.00217938	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.7"	"Propionibacteriales"	"CK_R117_1"	0.009388097	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.8"	"Pseudomonadales"	"CK_R117_1"	0.01424979	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.9"	"Chloroflexales"	"CK_R117_1"	0.000838223	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.10"	"Frankiales"	"CK_R117_1"	0.001508801	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.11"	"Polyangiales"	"CK_R117_1"	0	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.12"	"Corynebacteriales"	"CK_R117_1"	0.003352892	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R117_1"	0.007208718	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.14"	"KD4-96"	"CK_R117_1"	0.01022632	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.15"	"Pseudonocardiales"	"CK_R117_1"	0.052808047	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.16"	"Microtrichales"	"CK_R117_1"	0.005029338	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.17"	"Micrococcales"	"CK_R117_1"	0.008214585	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.18"	"Chitinophagales"	"CK_R117_1"	0.008717519	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.19"	"Gemmatimonadales"	"CK_R117_1"	0.018105616	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.20"	"Sphingomonadales"	"CK_R117_1"	0.011064543	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.21"	"Clostridia"	"CK_R117_1"	0.036714166	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.22"	"Bryobacterales"	"CK_R117_1"	0.02699078	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.23"	"Vicinamibacterales"	"CK_R117_1"	0.06605197	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.24"	"Bacillales"	"CK_R117_1"	0.035708298	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.25"	"Gaiellales"	"CK_R117_1"	0.08466052	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.26"	"Rhizobiales"	"CK_R117_1"	0.159262364	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.27"	"Burkholderiales"	"CK_R117_1"	0.082145851	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"61.28"	"Pyrinomonadales"	"CK_R117_1"	0.291533948	"CK_R117_1"	"X117"	"Hybrid"	"CK"	"Root"	1	"P14"
"62"	"<0.5%"	"CK_R117_2"	0.013795875	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.1"	"Chthoniobacterales"	"CK_R117_2"	0.004018216	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.2"	"Dongiales"	"CK_R117_2"	0.001473346	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.3"	"Steroidobacterales"	"CK_R117_2"	0.009911599	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.4"	"Paenibacillales"	"CK_R117_2"	0.000937584	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.5"	"Solirubrobacterales"	"CK_R117_2"	0.004018216	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.6"	"Xanthomonadales"	"CK_R117_2"	0.002009108	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.7"	"Propionibacteriales"	"CK_R117_2"	0.005357621	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.8"	"Pseudomonadales"	"CK_R117_2"	0.001607286	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.9"	"Chloroflexales"	"CK_R117_2"	0.01004554	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.10"	"Frankiales"	"CK_R117_2"	0.003080632	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.11"	"Polyangiales"	"CK_R117_2"	0.009107956	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.12"	"Corynebacteriales"	"CK_R117_2"	0.018081972	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R117_2"	0.004687919	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.14"	"KD4-96"	"CK_R117_2"	0.008170372	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.15"	"Pseudonocardiales"	"CK_R117_2"	0.006830967	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.16"	"Microtrichales"	"CK_R117_2"	0.00241093	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.17"	"Micrococcales"	"CK_R117_2"	0.010715242	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.18"	"Chitinophagales"	"CK_R117_2"	0.005357621	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.19"	"Gemmatimonadales"	"CK_R117_2"	0.017278328	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.20"	"Sphingomonadales"	"CK_R117_2"	0.011117064	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.21"	"Clostridia"	"CK_R117_2"	0.008840075	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.22"	"Bryobacterales"	"CK_R117_2"	0.060139298	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.23"	"Vicinamibacterales"	"CK_R117_2"	0.01513528	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.24"	"Bacillales"	"CK_R117_2"	0.081167961	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.25"	"Gaiellales"	"CK_R117_2"	0.101794803	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.26"	"Rhizobiales"	"CK_R117_2"	0.111840343	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.27"	"Burkholderiales"	"CK_R117_2"	0.129788374	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"62.28"	"Pyrinomonadales"	"CK_R117_2"	0.306054112	"CK_R117_2"	"X117"	"Hybrid"	"CK"	"Root"	2	"P14"
"63"	"<0.5%"	"CK_R117_3"	0.019596098	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.1"	"Chthoniobacterales"	"CK_R117_3"	0.003337327	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.2"	"Dongiales"	"CK_R117_3"	0.012322437	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.3"	"Steroidobacterales"	"CK_R117_3"	0.003508472	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.4"	"Paenibacillales"	"CK_R117_3"	0.003422899	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.5"	"Solirubrobacterales"	"CK_R117_3"	0.010782132	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.6"	"Xanthomonadales"	"CK_R117_3"	0.002396029	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.7"	"Propionibacteriales"	"CK_R117_3"	0.006161219	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.8"	"Pseudomonadales"	"CK_R117_3"	0.004963204	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.9"	"Chloroflexales"	"CK_R117_3"	0.008813965	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.10"	"Frankiales"	"CK_R117_3"	0.014033887	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.11"	"Polyangiales"	"CK_R117_3"	0.005048776	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.12"	"Corynebacteriales"	"CK_R117_3"	0.0127503	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R117_3"	0.025842889	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.14"	"KD4-96"	"CK_R117_3"	0.008386103	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.15"	"Pseudonocardiales"	"CK_R117_3"	0.007615951	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.16"	"Microtrichales"	"CK_R117_3"	0.005134349	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.17"	"Micrococcales"	"CK_R117_3"	0.020280678	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.18"	"Chitinophagales"	"CK_R117_3"	0.015060756	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.19"	"Gemmatimonadales"	"CK_R117_3"	0.014547322	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.20"	"Sphingomonadales"	"CK_R117_3"	0.027468766	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.21"	"Clostridia"	"CK_R117_3"	0.029180216	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.22"	"Bryobacterales"	"CK_R117_3"	0.122026356	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.23"	"Vicinamibacterales"	"CK_R117_3"	0.034485709	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.24"	"Bacillales"	"CK_R117_3"	0.04244395	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.25"	"Gaiellales"	"CK_R117_3"	0.046123567	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.26"	"Rhizobiales"	"CK_R117_3"	0.127930857	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.27"	"Burkholderiales"	"CK_R117_3"	0.106024303	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"63.28"	"Pyrinomonadales"	"CK_R117_3"	0.214958069	"CK_R117_3"	"X117"	"Hybrid"	"CK"	"Root"	3	"P14"
"64"	"<0.5%"	"CK_R118_1"	0.012384836	"CK_R118_1"	"X118"	"Hybrid"	"CK"	"Root"	1	"P08"
"64.1"	"Chthoniobacterales"	"CK_R118_1"	0.002945174	"CK_R118_1"	"X118"	"Hybrid"	"CK"	"Root"	1	"P08"
