"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Germplasm"	"Treatment"	"Compartment"	"Block"	"Plot"
"276.9"	"Chloroflexales"	"CK_R65_3"	0.005153532	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.10"	"Frankiales"	"CK_R65_3"	0.013098561	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.11"	"Polyangiales"	"CK_R65_3"	0.005368263	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.12"	"Corynebacteriales"	"CK_R65_3"	0.003865149	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R65_3"	0.021687782	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.14"	"KD4-96"	"CK_R65_3"	0.020614129	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.15"	"Pseudonocardiales"	"CK_R65_3"	0.023835087	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.16"	"Microtrichales"	"CK_R65_3"	0.038651492	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.17"	"Micrococcales"	"CK_R65_3"	0.003006227	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.18"	"Chitinophagales"	"CK_R65_3"	0.018252094	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.19"	"Gemmatimonadales"	"CK_R65_3"	0.008803951	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.20"	"Sphingomonadales"	"CK_R65_3"	0.005153532	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.21"	"Clostridia"	"CK_R65_3"	0.04165772	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.22"	"Bryobacterales"	"CK_R65_3"	0.017178441	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.23"	"Vicinamibacterales"	"CK_R65_3"	0.034356882	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.24"	"Bacillales"	"CK_R65_3"	0.070861069	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.25"	"Gaiellales"	"CK_R65_3"	0.027700236	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.26"	"Rhizobiales"	"CK_R65_3"	0.106291604	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.27"	"Burkholderiales"	"CK_R65_3"	0.107150526	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"276.28"	"Pyrinomonadales"	"CK_R65_3"	0.184882972	"CK_R65_3"	"X65"	"Landrace"	"CK"	"Root"	3	"P11"
"277"	"<0.5%"	"CK_R66_1"	0.012105097	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.1"	"Chthoniobacterales"	"CK_R66_1"	0.005597733	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.2"	"Dongiales"	"CK_R66_1"	0.000279887	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.3"	"Steroidobacterales"	"CK_R66_1"	0.009201273	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.4"	"Paenibacillales"	"CK_R66_1"	0.003603541	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.5"	"Solirubrobacterales"	"CK_R66_1"	0.003533569	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.6"	"Xanthomonadales"	"CK_R66_1"	0.00377847	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.7"	"Propionibacteriales"	"CK_R66_1"	0.011650282	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.8"	"Pseudomonadales"	"CK_R66_1"	0.004443201	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.9"	"Chloroflexales"	"CK_R66_1"	0.010985551	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.10"	"Frankiales"	"CK_R66_1"	0.0041983	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.11"	"Polyangiales"	"CK_R66_1"	0.005527761	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.12"	"Corynebacteriales"	"CK_R66_1"	0.01241997	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R66_1"	0.020361753	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.14"	"KD4-96"	"CK_R66_1"	0.005632719	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.15"	"Pseudonocardiales"	"CK_R66_1"	0.002658923	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.16"	"Microtrichales"	"CK_R66_1"	0.02844348	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.17"	"Micrococcales"	"CK_R66_1"	0.007207081	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.18"	"Chitinophagales"	"CK_R66_1"	0.007906798	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.19"	"Gemmatimonadales"	"CK_R66_1"	0.014833992	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.20"	"Sphingomonadales"	"CK_R66_1"	0.020186824	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.21"	"Clostridia"	"CK_R66_1"	0.022250988	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.22"	"Bryobacterales"	"CK_R66_1"	0.063114439	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.23"	"Vicinamibacterales"	"CK_R66_1"	0.048945177	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.24"	"Bacillales"	"CK_R66_1"	0.051953959	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.25"	"Gaiellales"	"CK_R66_1"	0.049469965	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.26"	"Rhizobiales"	"CK_R66_1"	0.103418116	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.27"	"Burkholderiales"	"CK_R66_1"	0.195360879	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"277.28"	"Pyrinomonadales"	"CK_R66_1"	0.241542175	"CK_R66_1"	"X66"	"Landrace"	"CK"	"Root"	1	"P11"
"278"	"<0.5%"	"CK_R66_2"	0.022715539	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.1"	"Chthoniobacterales"	"CK_R66_2"	0.003097574	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.2"	"Dongiales"	"CK_R66_2"	0.010841507	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.3"	"Steroidobacterales"	"CK_R66_2"	0.001032525	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.4"	"Paenibacillales"	"CK_R66_2"	0	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.5"	"Solirubrobacterales"	"CK_R66_2"	0.006195147	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.6"	"Xanthomonadales"	"CK_R66_2"	0.009292721	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.7"	"Propionibacteriales"	"CK_R66_2"	0.018585441	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.8"	"Pseudomonadales"	"CK_R66_2"	0.011874032	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.9"	"Chloroflexales"	"CK_R66_2"	0	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.10"	"Frankiales"	"CK_R66_2"	0.01135777	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.11"	"Polyangiales"	"CK_R66_2"	0.017036655	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.12"	"Corynebacteriales"	"CK_R66_2"	0.005678885	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R66_2"	0.019617966	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.14"	"KD4-96"	"CK_R66_2"	0.02065049	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.15"	"Pseudonocardiales"	"CK_R66_2"	0.009292721	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.16"	"Microtrichales"	"CK_R66_2"	0.017036655	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.17"	"Micrococcales"	"CK_R66_2"	0.012906557	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.18"	"Chitinophagales"	"CK_R66_2"	0.010325245	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.19"	"Gemmatimonadales"	"CK_R66_2"	0.027878162	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.20"	"Sphingomonadales"	"CK_R66_2"	0.026845638	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.21"	"Clostridia"	"CK_R66_2"	0.017552917	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.22"	"Bryobacterales"	"CK_R66_2"	0.034589572	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.23"	"Vicinamibacterales"	"CK_R66_2"	0.03871967	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.24"	"Bacillales"	"CK_R66_2"	0.023748064	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.25"	"Gaiellales"	"CK_R66_2"	0.089829633	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.26"	"Rhizobiales"	"CK_R66_2"	0.116159009	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.27"	"Burkholderiales"	"CK_R66_2"	0.222509035	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"278.28"	"Pyrinomonadales"	"CK_R66_2"	0.155911203	"CK_R66_2"	"X66"	"Landrace"	"CK"	"Root"	2	"P11"
"279"	"<0.5%"	"CK_R66_3"	0.023818431	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.1"	"Chthoniobacterales"	"CK_R66_3"	0.012220975	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.2"	"Dongiales"	"CK_R66_3"	0.014964459	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.3"	"Steroidobacterales"	"CK_R66_3"	0.001122334	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.4"	"Paenibacillales"	"CK_R66_3"	0.01010101	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.5"	"Solirubrobacterales"	"CK_R66_3"	0.007232822	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.6"	"Xanthomonadales"	"CK_R66_3"	0.007108118	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.7"	"Propionibacteriales"	"CK_R66_3"	0.021449058	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.8"	"Pseudomonadales"	"CK_R66_3"	0.006609303	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.9"	"Chloroflexales"	"CK_R66_3"	0.004614042	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.10"	"Frankiales"	"CK_R66_3"	0.013966829	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.11"	"Polyangiales"	"CK_R66_3"	0.017209128	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.12"	"Corynebacteriales"	"CK_R66_3"	0.022197281	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R66_3"	0.007232822	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.14"	"KD4-96"	"CK_R66_3"	0.030552438	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.15"	"Pseudonocardiales"	"CK_R66_3"	0.029679511	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.16"	"Microtrichales"	"CK_R66_3"	0.007232822	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.17"	"Micrococcales"	"CK_R66_3"	0.020950243	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.18"	"Chitinophagales"	"CK_R66_3"	0.022446689	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.19"	"Gemmatimonadales"	"CK_R66_3"	0.030552438	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.20"	"Sphingomonadales"	"CK_R66_3"	0.015338571	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.21"	"Clostridia"	"CK_R66_3"	0.01758324	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.22"	"Bryobacterales"	"CK_R66_3"	0.038782891	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.23"	"Vicinamibacterales"	"CK_R66_3"	0.057862576	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.24"	"Bacillales"	"CK_R66_3"	0.018954982	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.25"	"Gaiellales"	"CK_R66_3"	0.053872054	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.26"	"Rhizobiales"	"CK_R66_3"	0.112981669	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.27"	"Burkholderiales"	"CK_R66_3"	0.165731388	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"279.28"	"Pyrinomonadales"	"CK_R66_3"	0.10587355	"CK_R66_3"	"X66"	"Landrace"	"CK"	"Root"	3	"P11"
"280"	"<0.5%"	"CK_R67_1"	0.013354037	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.1"	"Chthoniobacterales"	"CK_R67_1"	0	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.2"	"Dongiales"	"CK_R67_1"	0	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.3"	"Steroidobacterales"	"CK_R67_1"	0.002795031	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.4"	"Paenibacillales"	"CK_R67_1"	0.002484472	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.5"	"Solirubrobacterales"	"CK_R67_1"	0.005900621	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.6"	"Xanthomonadales"	"CK_R67_1"	0.001552795	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.7"	"Propionibacteriales"	"CK_R67_1"	0.010559006	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.8"	"Pseudomonadales"	"CK_R67_1"	0.010559006	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.9"	"Chloroflexales"	"CK_R67_1"	0.009627329	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.10"	"Frankiales"	"CK_R67_1"	0.005900621	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.11"	"Polyangiales"	"CK_R67_1"	0.020496894	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.12"	"Corynebacteriales"	"CK_R67_1"	0.007453416	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R67_1"	0.01242236	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.14"	"KD4-96"	"CK_R67_1"	0.011180124	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.15"	"Pseudonocardiales"	"CK_R67_1"	0.011180124	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.16"	"Microtrichales"	"CK_R67_1"	0.026086957	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.17"	"Micrococcales"	"CK_R67_1"	0.013664596	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.18"	"Chitinophagales"	"CK_R67_1"	0.010248447	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.19"	"Gemmatimonadales"	"CK_R67_1"	0.021428571	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.20"	"Sphingomonadales"	"CK_R67_1"	0.016459627	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.21"	"Clostridia"	"CK_R67_1"	0.021428571	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.22"	"Bryobacterales"	"CK_R67_1"	0.071428571	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.23"	"Vicinamibacterales"	"CK_R67_1"	0.070807453	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.24"	"Bacillales"	"CK_R67_1"	0.017080745	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.25"	"Gaiellales"	"CK_R67_1"	0.074223602	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.26"	"Rhizobiales"	"CK_R67_1"	0.093478261	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.27"	"Burkholderiales"	"CK_R67_1"	0.26242236	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"280.28"	"Pyrinomonadales"	"CK_R67_1"	0.158385093	"CK_R67_1"	"X67"	"Landrace"	"CK"	"Root"	1	"P05"
"281"	"<0.5%"	"CK_R67_2"	0.007900407	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.1"	"Chthoniobacterales"	"CK_R67_2"	0	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.2"	"Dongiales"	"CK_R67_2"	0.015381853	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.3"	"Steroidobacterales"	"CK_R67_2"	0.006942782	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.4"	"Paenibacillales"	"CK_R67_2"	0	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.5"	"Solirubrobacterales"	"CK_R67_2"	0.000837922	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.6"	"Xanthomonadales"	"CK_R67_2"	0.001795547	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.7"	"Propionibacteriales"	"CK_R67_2"	0.026873354	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.8"	"Pseudomonadales"	"CK_R67_2"	0.001735695	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.9"	"Chloroflexales"	"CK_R67_2"	0.002214508	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.10"	"Frankiales"	"CK_R67_2"	0.005266938	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.11"	"Polyangiales"	"CK_R67_2"	0.001197031	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.12"	"Corynebacteriales"	"CK_R67_2"	0.000179555	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R67_2"	0.022683744	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.14"	"KD4-96"	"CK_R67_2"	0.021606416	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.15"	"Pseudonocardiales"	"CK_R67_2"	0.012748384	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.16"	"Microtrichales"	"CK_R67_2"	0.048300215	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.17"	"Micrococcales"	"CK_R67_2"	0.008678477	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.18"	"Chitinophagales"	"CK_R67_2"	0.007601149	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.19"	"Gemmatimonadales"	"CK_R67_2"	0.006703376	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.20"	"Sphingomonadales"	"CK_R67_2"	0.009995212	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.21"	"Clostridia"	"CK_R67_2"	0.011491501	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.22"	"Bryobacterales"	"CK_R67_2"	0.044529567	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.23"	"Vicinamibacterales"	"CK_R67_2"	0.02441944	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.24"	"Bacillales"	"CK_R67_2"	0.006703376	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.25"	"Gaiellales"	"CK_R67_2"	0.10725401	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.26"	"Rhizobiales"	"CK_R67_2"	0.183624611	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.27"	"Burkholderiales"	"CK_R67_2"	0.164771367	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"281.28"	"Pyrinomonadales"	"CK_R67_2"	0.201759636	"CK_R67_2"	"X67"	"Landrace"	"CK"	"Root"	2	"P05"
"283"	"<0.5%"	"CK_R68_1"	0.012847271	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.1"	"Chthoniobacterales"	"CK_R68_1"	0.005704745	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.2"	"Dongiales"	"CK_R68_1"	0.000742081	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.3"	"Steroidobacterales"	"CK_R68_1"	0.008997727	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.4"	"Paenibacillales"	"CK_R68_1"	0.002411762	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.5"	"Solirubrobacterales"	"CK_R68_1"	0.001855202	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.6"	"Xanthomonadales"	"CK_R68_1"	0.002365382	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.7"	"Propionibacteriales"	"CK_R68_1"	0.002690042	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.8"	"Pseudomonadales"	"CK_R68_1"	0.004545244	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.9"	"Chloroflexales"	"CK_R68_1"	0.011363109	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.10"	"Frankiales"	"CK_R68_1"	0.005890265	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.11"	"Polyangiales"	"CK_R68_1"	0.013171931	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.12"	"Corynebacteriales"	"CK_R68_1"	0.010992069	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R68_1"	0.007652706	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.14"	"KD4-96"	"CK_R68_1"	0.005936645	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.15"	"Pseudonocardiales"	"CK_R68_1"	0.004823524	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.16"	"Microtrichales"	"CK_R68_1"	0.007559946	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.17"	"Micrococcales"	"CK_R68_1"	0.009878948	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.18"	"Chitinophagales"	"CK_R68_1"	0.007467186	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.19"	"Gemmatimonadales"	"CK_R68_1"	0.022540698	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.20"	"Sphingomonadales"	"CK_R68_1"	0.017949075	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.21"	"Clostridia"	"CK_R68_1"	0.013589351	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.22"	"Bryobacterales"	"CK_R68_1"	0.040165113	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.23"	"Vicinamibacterales"	"CK_R68_1"	0.064885673	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.24"	"Bacillales"	"CK_R68_1"	0.034135708	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.25"	"Gaiellales"	"CK_R68_1"	0.069987477	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.26"	"Rhizobiales"	"CK_R68_1"	0.079356245	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.27"	"Burkholderiales"	"CK_R68_1"	0.313482677	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"283.28"	"Pyrinomonadales"	"CK_R68_1"	0.193358379	"CK_R68_1"	"X68"	"Landrace"	"CK"	"Root"	1	"P14"
"284"	"<0.5%"	"CK_R68_2"	0.014312529	"CK_R68_2"	"X68"	"Landrace"	"CK"	"Root"	2	"P14"
