"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Microhabitat"	"Description"	"Library"
"77.23"	"Sphingomonadales"	"HvHEB42"	0.061037736	"HvHEB42"	"HB137"	"RHIZO"	"BC1S3"	"JH07"
"77.24"	"Chitinophagales"	"HvHEB42"	0.088867925	"HvHEB42"	"HB137"	"RHIZO"	"BC1S3"	"JH07"
"77.25"	"Streptomycetales"	"HvHEB42"	0.012169811	"HvHEB42"	"HB137"	"RHIZO"	"BC1S3"	"JH07"
"77.26"	"Xanthomonadales"	"HvHEB42"	0.100660377	"HvHEB42"	"HB137"	"RHIZO"	"BC1S3"	"JH07"
"77.27"	"Rhizobiales"	"HvHEB42"	0.130377358	"HvHEB42"	"HB137"	"RHIZO"	"BC1S3"	"JH07"
"77.28"	"Burkholderiales"	"HvHEB42"	0.223018868	"HvHEB42"	"HB137"	"RHIZO"	"BC1S3"	"JH07"
"99"	"<0.5%"	"HvHEB43"	0.067830189	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.1"	"Frankiales"	"HvHEB43"	0.002264151	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.2"	"Rokubacteriales"	"HvHEB43"	0.007264151	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.3"	"Pyrinomonadales"	"HvHEB43"	0.008113208	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.4"	"Acidobacteriales"	"HvHEB43"	0.001886792	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.5"	"Subgroup_7"	"HvHEB43"	0.011037736	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.6"	"Pseudomonadales"	"HvHEB43"	0.002169811	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.7"	"Solirubrobacterales"	"HvHEB43"	0.00745283	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.8"	"Pseudonocardiales"	"HvHEB43"	0.01245283	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.9"	"Tepidisphaerales"	"HvHEB43"	0.006886792	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.10"	"Caulobacterales"	"HvHEB43"	0.016415094	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.11"	"Nitrososphaerales"	"HvHEB43"	0.029339623	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.12"	"Micropepsales"	"HvHEB43"	0.001792453	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.13"	"Gaiellales"	"HvHEB43"	0.012641509	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.14"	"Paenibacillales"	"HvHEB43"	0.023301887	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.15"	"Pedosphaerales"	"HvHEB43"	0.009339623	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.16"	"Gemmatimonadales"	"HvHEB43"	0.012075472	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.17"	"Chthoniobacterales"	"HvHEB43"	0.019056604	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.18"	"Vicinamibacterales"	"HvHEB43"	0.031509434	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.19"	"Propionibacteriales"	"HvHEB43"	0.041509434	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.20"	"Micrococcales"	"HvHEB43"	0.041037736	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.21"	"Glycomycetales"	"HvHEB43"	0.041698113	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.22"	"Sphingobacteriales"	"HvHEB43"	0.022358491	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.23"	"Sphingomonadales"	"HvHEB43"	0.054622642	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.24"	"Chitinophagales"	"HvHEB43"	0.050849057	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.25"	"Streptomycetales"	"HvHEB43"	0.083396226	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.26"	"Xanthomonadales"	"HvHEB43"	0.056037736	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.27"	"Rhizobiales"	"HvHEB43"	0.115283019	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"99.28"	"Burkholderiales"	"HvHEB43"	0.149339623	"HvHEB43"	"HB21"	"RHIZO"	"BC1S3"	"JH07"
"53"	"<0.5%"	"HvHEB48"	0.091698113	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.1"	"Frankiales"	"HvHEB48"	0.003773585	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.2"	"Rokubacteriales"	"HvHEB48"	0.01009434	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.3"	"Pyrinomonadales"	"HvHEB48"	0.017830189	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.4"	"Acidobacteriales"	"HvHEB48"	0.001320755	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.5"	"Subgroup_7"	"HvHEB48"	0.014433962	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.6"	"Pseudomonadales"	"HvHEB48"	0.035377358	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.7"	"Solirubrobacterales"	"HvHEB48"	0.003773585	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.8"	"Pseudonocardiales"	"HvHEB48"	0.000754717	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.9"	"Tepidisphaerales"	"HvHEB48"	0.012264151	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.10"	"Caulobacterales"	"HvHEB48"	0.007735849	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.11"	"Nitrososphaerales"	"HvHEB48"	0.018490566	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.12"	"Micropepsales"	"HvHEB48"	0.003207547	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.13"	"Gaiellales"	"HvHEB48"	0.008962264	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.14"	"Paenibacillales"	"HvHEB48"	0.015377358	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.15"	"Pedosphaerales"	"HvHEB48"	0.012358491	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.16"	"Gemmatimonadales"	"HvHEB48"	0.015	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.17"	"Chthoniobacterales"	"HvHEB48"	0.026792453	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.18"	"Vicinamibacterales"	"HvHEB48"	0.029339623	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.19"	"Propionibacteriales"	"HvHEB48"	0.021509434	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.20"	"Micrococcales"	"HvHEB48"	0.02490566	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.21"	"Glycomycetales"	"HvHEB48"	0.004716981	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.22"	"Sphingobacteriales"	"HvHEB48"	0.018301887	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.23"	"Sphingomonadales"	"HvHEB48"	0.044339623	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.24"	"Chitinophagales"	"HvHEB48"	0.045	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.25"	"Streptomycetales"	"HvHEB48"	0.036698113	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.26"	"Xanthomonadales"	"HvHEB48"	0.121603774	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.27"	"Rhizobiales"	"HvHEB48"	0.093207547	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"53.28"	"Burkholderiales"	"HvHEB48"	0.199150943	"HvHEB48"	"HB109"	"RHIZO"	"BC1S3"	"JH07"
"103"	"<0.5%"	"HvHEB53"	0.084433962	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.1"	"Frankiales"	"HvHEB53"	0.008396226	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.2"	"Rokubacteriales"	"HvHEB53"	0.007358491	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.3"	"Pyrinomonadales"	"HvHEB53"	0.011037736	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.4"	"Acidobacteriales"	"HvHEB53"	0.004622642	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.5"	"Subgroup_7"	"HvHEB53"	0.010283019	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.6"	"Pseudomonadales"	"HvHEB53"	0.008962264	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.7"	"Solirubrobacterales"	"HvHEB53"	0.011226415	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.8"	"Pseudonocardiales"	"HvHEB53"	0.000943396	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.9"	"Tepidisphaerales"	"HvHEB53"	0.01754717	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.10"	"Caulobacterales"	"HvHEB53"	0.00490566	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.11"	"Nitrososphaerales"	"HvHEB53"	0.024150943	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.12"	"Micropepsales"	"HvHEB53"	0.003113208	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.13"	"Gaiellales"	"HvHEB53"	0.024528302	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.14"	"Paenibacillales"	"HvHEB53"	0.025754717	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.15"	"Pedosphaerales"	"HvHEB53"	0.020283019	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.16"	"Gemmatimonadales"	"HvHEB53"	0.018018868	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.17"	"Chthoniobacterales"	"HvHEB53"	0.030754717	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.18"	"Vicinamibacterales"	"HvHEB53"	0.044056604	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.19"	"Propionibacteriales"	"HvHEB53"	0.050566038	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.20"	"Micrococcales"	"HvHEB53"	0.04254717	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.21"	"Glycomycetales"	"HvHEB53"	0.011132075	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.22"	"Sphingobacteriales"	"HvHEB53"	0.025377358	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.23"	"Sphingomonadales"	"HvHEB53"	0.051037736	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.24"	"Chitinophagales"	"HvHEB53"	0.040188679	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.25"	"Streptomycetales"	"HvHEB53"	0.038396226	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.26"	"Xanthomonadales"	"HvHEB53"	0.046981132	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.27"	"Rhizobiales"	"HvHEB53"	0.121886792	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"103.28"	"Burkholderiales"	"HvHEB53"	0.127075472	"HvHEB53"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"85"	"<0.5%"	"HvHEB59"	0.07490566	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.1"	"Frankiales"	"HvHEB59"	0.007924528	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.2"	"Rokubacteriales"	"HvHEB59"	0.004433962	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.3"	"Pyrinomonadales"	"HvHEB59"	0.009716981	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.4"	"Acidobacteriales"	"HvHEB59"	0.001226415	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.5"	"Subgroup_7"	"HvHEB59"	0.010566038	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.6"	"Pseudomonadales"	"HvHEB59"	0.000188679	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.7"	"Solirubrobacterales"	"HvHEB59"	0.011037736	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.8"	"Pseudonocardiales"	"HvHEB59"	0.003396226	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.9"	"Tepidisphaerales"	"HvHEB59"	0.019339623	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.10"	"Caulobacterales"	"HvHEB59"	0.01009434	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.11"	"Nitrososphaerales"	"HvHEB59"	0.016132075	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.12"	"Micropepsales"	"HvHEB59"	0.002264151	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.13"	"Gaiellales"	"HvHEB59"	0.018490566	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.14"	"Paenibacillales"	"HvHEB59"	0.012830189	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.15"	"Pedosphaerales"	"HvHEB59"	0.011886792	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.16"	"Gemmatimonadales"	"HvHEB59"	0.013018868	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.17"	"Chthoniobacterales"	"HvHEB59"	0.029433962	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.18"	"Vicinamibacterales"	"HvHEB59"	0.02990566	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.19"	"Propionibacteriales"	"HvHEB59"	0.056509434	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.20"	"Micrococcales"	"HvHEB59"	0.033584906	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.21"	"Glycomycetales"	"HvHEB59"	0.029716981	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.22"	"Sphingobacteriales"	"HvHEB59"	0.011603774	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.23"	"Sphingomonadales"	"HvHEB59"	0.050283019	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.24"	"Chitinophagales"	"HvHEB59"	0.061320755	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.25"	"Streptomycetales"	"HvHEB59"	0.043301887	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.26"	"Xanthomonadales"	"HvHEB59"	0.098018868	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.27"	"Rhizobiales"	"HvHEB59"	0.174528302	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"85.28"	"Burkholderiales"	"HvHEB59"	0.085943396	"HvHEB59"	"HB142"	"RHIZO"	"BC1S3"	"JH07"
"121"	"<0.5%"	"HvHEB60"	0.063490566	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.1"	"Frankiales"	"HvHEB60"	0.006509434	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.2"	"Rokubacteriales"	"HvHEB60"	0.006320755	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.3"	"Pyrinomonadales"	"HvHEB60"	0.009528302	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.4"	"Acidobacteriales"	"HvHEB60"	0.001226415	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.5"	"Subgroup_7"	"HvHEB60"	0.007169811	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.6"	"Pseudomonadales"	"HvHEB60"	0.000283019	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.7"	"Solirubrobacterales"	"HvHEB60"	0.010660377	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.8"	"Pseudonocardiales"	"HvHEB60"	0.001320755	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.9"	"Tepidisphaerales"	"HvHEB60"	0.022075472	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.10"	"Caulobacterales"	"HvHEB60"	0.006226415	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.11"	"Nitrososphaerales"	"HvHEB60"	0.009056604	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.12"	"Micropepsales"	"HvHEB60"	0.000849057	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.13"	"Gaiellales"	"HvHEB60"	0.013018868	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.14"	"Paenibacillales"	"HvHEB60"	0.01490566	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.15"	"Pedosphaerales"	"HvHEB60"	0.011698113	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.16"	"Gemmatimonadales"	"HvHEB60"	0.012358491	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.17"	"Chthoniobacterales"	"HvHEB60"	0.023867925	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.18"	"Vicinamibacterales"	"HvHEB60"	0.026698113	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.19"	"Propionibacteriales"	"HvHEB60"	0.050377358	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.20"	"Micrococcales"	"HvHEB60"	0.029528302	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.21"	"Glycomycetales"	"HvHEB60"	0.021037736	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.22"	"Sphingobacteriales"	"HvHEB60"	0.069150943	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.23"	"Sphingomonadales"	"HvHEB60"	0.053396226	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.24"	"Chitinophagales"	"HvHEB60"	0.055754717	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.25"	"Streptomycetales"	"HvHEB60"	0.044245283	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.26"	"Xanthomonadales"	"HvHEB60"	0.081415094	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.27"	"Rhizobiales"	"HvHEB60"	0.191792453	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"121.28"	"Burkholderiales"	"HvHEB60"	0.095754717	"HvHEB60"	"HB55"	"RHIZO"	"BC1S3"	"JH07"
"135"	"<0.5%"	"HvHEB63"	0.106698113	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.1"	"Frankiales"	"HvHEB63"	0.004150943	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.2"	"Rokubacteriales"	"HvHEB63"	0.005566038	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.3"	"Pyrinomonadales"	"HvHEB63"	0.010849057	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.4"	"Acidobacteriales"	"HvHEB63"	0.001037736	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.5"	"Subgroup_7"	"HvHEB63"	0.012358491	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.6"	"Pseudomonadales"	"HvHEB63"	0.001886792	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.7"	"Solirubrobacterales"	"HvHEB63"	0.002358491	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.8"	"Pseudonocardiales"	"HvHEB63"	0.000754717	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.9"	"Tepidisphaerales"	"HvHEB63"	0.011415094	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.10"	"Caulobacterales"	"HvHEB63"	0.030188679	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.11"	"Nitrososphaerales"	"HvHEB63"	0.013773585	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.12"	"Micropepsales"	"HvHEB63"	0.002641509	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.13"	"Gaiellales"	"HvHEB63"	0.006509434	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.14"	"Paenibacillales"	"HvHEB63"	0.025	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.15"	"Pedosphaerales"	"HvHEB63"	0.007735849	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.16"	"Gemmatimonadales"	"HvHEB63"	0.010943396	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.17"	"Chthoniobacterales"	"HvHEB63"	0.023679245	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.18"	"Vicinamibacterales"	"HvHEB63"	0.030566038	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.19"	"Propionibacteriales"	"HvHEB63"	0.012924528	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.20"	"Micrococcales"	"HvHEB63"	0.013867925	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.21"	"Glycomycetales"	"HvHEB63"	0.005566038	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.22"	"Sphingobacteriales"	"HvHEB63"	0.049811321	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.23"	"Sphingomonadales"	"HvHEB63"	0.057075472	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.24"	"Chitinophagales"	"HvHEB63"	0.07245283	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.25"	"Streptomycetales"	"HvHEB63"	0.013207547	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.26"	"Xanthomonadales"	"HvHEB63"	0.163396226	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.27"	"Rhizobiales"	"HvHEB63"	0.119622642	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"135.28"	"Burkholderiales"	"HvHEB63"	0.131698113	"HvHEB63"	"HB68"	"RHIZO"	"BC1S3"	"JH07"
"47"	"<0.5%"	"HvHEB74"	0.146981132	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.1"	"Frankiales"	"HvHEB74"	0.00254717	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.2"	"Rokubacteriales"	"HvHEB74"	0.055566038	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.3"	"Pyrinomonadales"	"HvHEB74"	0.025849057	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.4"	"Acidobacteriales"	"HvHEB74"	0.005283019	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.5"	"Subgroup_7"	"HvHEB74"	0.036509434	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.6"	"Pseudomonadales"	"HvHEB74"	0.000377358	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.7"	"Solirubrobacterales"	"HvHEB74"	0.008018868	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.8"	"Pseudonocardiales"	"HvHEB74"	0.000377358	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.9"	"Tepidisphaerales"	"HvHEB74"	0.015566038	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.10"	"Caulobacterales"	"HvHEB74"	0.012641509	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.11"	"Nitrososphaerales"	"HvHEB74"	0.045943396	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.12"	"Micropepsales"	"HvHEB74"	0.003867925	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.13"	"Gaiellales"	"HvHEB74"	0.015943396	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.14"	"Paenibacillales"	"HvHEB74"	0.000188679	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.15"	"Pedosphaerales"	"HvHEB74"	0.03990566	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.16"	"Gemmatimonadales"	"HvHEB74"	0.048962264	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.17"	"Chthoniobacterales"	"HvHEB74"	0.030849057	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.18"	"Vicinamibacterales"	"HvHEB74"	0.12254717	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.19"	"Propionibacteriales"	"HvHEB74"	0.002924528	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.20"	"Micrococcales"	"HvHEB74"	0.005283019	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.21"	"Glycomycetales"	"HvHEB74"	0	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.22"	"Sphingobacteriales"	"HvHEB74"	0.002924528	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.23"	"Sphingomonadales"	"HvHEB74"	0.01	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
